time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050923:1848,0,0,0,0,0,21.22,3.38,0
20050923:1948,0,0,0,0,0,21.22,3.52,0
20050923:2048,0,0,0,0,0,21.23,2.97,0
20050923:2148,0,0,0,0,0,21.17,2.69,0
20050923:2248,0,0,0,0,0,21.13,2.69,0
20050923:2348,0,0,0,0,0,21.06,2.76,0
20050924:0048,0,0,0,0,2.4,21.01,2.62,1
20050924:0148,114.43,60.83,84.19,8.93,16.23,21.2,2.62,0
20050924:0248,276.8,130.57,202.25,14.56,29.86,22.15,4.55,0
20050924:0348,151.35,2.93,191.99,7.31,43.01,23.71,4.62,0
20050924:0448,113.21,0,153.67,3.05,55.06,24.2,4.76,0
20050924:0548,126.91,0,172.01,1.79,64.33,24.59,4.97,0
20050924:0648,475.46,147.62,453.58,4.71,67.12,24.58,5.03,0
20050924:0748,114.37,0,156.78,2.03,61.44,25.1,5.1,0
20050924:0848,101.25,0,139.26,3.53,50.84,25.31,4.69,0
20050924:0948,72.33,0,101.9,4.8,38.27,24.72,5.17,0
20050924:1048,96.84,14.25,112.46,9.26,24.9,24.29,4.83,0
20050924:1148,31.38,10.32,38.62,5.08,11.17,23.49,3.72,0
20050924:1248,0,0,0,0,0,22.73,3.52,0
20050924:1348,0,0,0,0,0,22.23,3.38,0
20050924:1448,0,0,0,0,0,21.79,3.24,0
20050924:1548,0,0,0,0,0,21.59,3.31,0
20050924:1648,0,0,0,0,0,21.3,3.24,0
20050924:1748,0,0,0,0,0,21.07,3.24,0
20050924:1848,0,0,0,0,0,20.81,2.9,0
20050924:1948,0,0,0,0,0,20.53,2.9,0
20050924:2048,0,0,0,0,0,20.33,2.9,0
20050924:2148,0,0,0,0,0,20.16,2.97,0
20050924:2248,0,0,0,0,0,20.02,2.83,0
20050924:2348,0,0,0,0,0,20.24,2.97,0
20050925:0048,0,0,0,0,2.33,20.4,3.03,1
20050925:0148,53.15,14.38,59.89,6.71,16.15,20.98,3.59,0
20050925:0248,252.97,110.79,194.44,13.95,29.76,21.84,3.93,0
20050925:0348,238.42,39.68,255.04,10.29,42.88,22.51,4.41,0
20050925:0448,442.5,163.87,386.6,9.75,54.86,23.75,4.55,0
20050925:0548,478.07,166.86,439.11,6.04,64.02,24.67,4.14,0
20050925:0648,556.99,271.07,442.64,5.63,66.72,24.97,3.72,0
20050925:0748,554.29,290.2,417.35,8.36,61.07,24.99,3.52,0
20050925:0848,341.74,84.2,344.77,10.01,50.53,25.3,3.52,0
20050925:0948,131.44,3.25,168.36,8.07,38,25.34,3.59,0
20050925:1048,66.37,2.4,89.57,7.4,24.65,24.83,3.38,0
20050925:1148,127.32,89.6,73.25,7.78,10.94,24.24,2.69,0
20050925:1248,0,0,0,0,0,23.21,2.83,0
20050925:1348,0,0,0,0,0,22.42,2.48,0
20050925:1448,0,0,0,0,0,21.94,1.93,0
20050925:1548,0,0,0,0,0,21.75,1.93,0
20050925:1648,0,0,0,0,0,21.63,2.07,0
20050925:1748,0,0,0,0,0,21.58,2.21,0
20050925:1848,0,0,0,0,0,21.02,2.34,0
20050925:1948,0,0,0,0,0,20.77,2.48,0
20050925:2048,0,0,0,0,0,20.47,2.48,0
20050925:2148,0,0,0,0,0,20.11,2.41,0
20050925:2248,0,0,0,0,0,19.89,2.28,0
20050925:2348,0,0,0,0,0,19.61,2.14,0
20050926:0048,0,0,0,0,2.27,19.33,2,1
20050926:0148,231.05,162.47,115.05,11.28,16.08,20.19,3.24,0
20050926:0248,163.56,40.41,161.88,11.31,29.67,21.67,4.07,0
20050926:0348,241.56,42.73,256.27,10.44,42.74,22.84,4.14,0
20050926:0448,613.77,425.4,350.55,12.55,54.66,23.79,3.66,0
20050926:0548,586.89,341.3,411.76,7.37,63.71,24.4,3.17,0
20050926:0648,404.71,82.99,435.76,4.42,66.32,25.24,3.1,0
20050926:0748,569.4,323.35,408.34,8.77,60.71,25.5,3.17,0
20050926:0848,724.38,700.09,239.23,17.2,50.22,25.32,3.03,0
20050926:0948,670.32,617.71,236.26,21.85,37.73,25.24,3.03,0
20050926:1048,583.09,525.21,204.15,20.83,24.4,24.89,2.9,0
20050926:1148,298.8,247.68,119.55,10.1,10.7,24.04,2.21,0
20050926:1248,0,0,0,0,0,23.09,1.93,0
20050926:1348,0,0,0,0,0,22.24,1.79,0
20050926:1448,0,0,0,0,0,21.57,1.66,0
20050926:1548,0,0,0,0,0,20.93,1.52,0
20050926:1648,0,0,0,0,0,20.31,1.45,0
20050926:1748,0,0,0,0,0,19.74,1.52,0
20050926:1848,0,0,0,0,0,19.58,1.59,0
20050926:1948,0,0,0,0,0,19.24,1.52,0
20050926:2048,0,0,0,0,0,18.95,1.59,0
20050926:2148,0,0,0,0,0,18.93,1.66,0
20050926:2248,0,0,0,0,0,18.87,1.72,0
20050926:2348,0,0,0,0,0,18.88,1.72,0
20050927:0048,0,0,0,0,2.2,18.87,1.66,1
20050927:0148,365.99,301.06,140.45,13.4,16,20.24,1.72,0
20050927:0248,606.27,545.08,204.61,21.22,29.57,21.77,2.76,0
20050927:0348,687.9,636.65,232.16,20.06,42.61,23.19,3.24,0
20050927:0448,737.24,731.29,223,14.74,54.45,24.18,3.03,0
20050927:0548,749.32,768.34,220.27,9.43,63.4,24.92,2.62,0
20050927:0648,698.19,615.55,309.03,7.46,65.92,25.64,2.34,0
20050927:0748,658.28,522.46,341.61,10.2,60.34,25.8,2.34,0
20050927:0848,715.58,699.35,239.77,17.39,49.91,25.82,2.34,0
20050927:0948,674.96,639.59,229.39,22.18,37.46,25.62,2.48,0
20050927:1048,551.63,483.8,207.07,20.26,24.16,24.99,2.41,0
20050927:1148,318.34,269.64,122.78,10.15,10.47,24.31,2,0
20050927:1248,0,0,0,0,0,23.18,1.72,0
20050927:1348,0,0,0,0,0,22.23,1.72,0
20050927:1448,0,0,0,0,0,21.37,1.66,0
20050927:1548,0,0,0,0,0,20.47,1.45,0
20050927:1648,0,0,0,0,0,19.59,1.24,0
20050927:1748,0,0,0,0,0,19.18,1.17,0
20050927:1848,0,0,0,0,0,19.12,1.17,0
20050927:1948,0,0,0,0,0,18.7,1.24,0
20050927:2048,0,0,0,0,0,18.17,1.31,0
20050927:2148,0,0,0,0,0,17.74,1.31,0
20050927:2248,0,0,0,0,0,17.32,1.38,0
20050927:2348,0,0,0,0,0,17.09,1.38,0
20050928:0048,0,0,0,0,2.13,17.03,1.31,1
20050928:0148,387.93,328.02,143.12,13.71,15.92,19.89,1.03,0
20050928:0248,597.43,544.73,204.84,21.24,29.47,22.31,1.79,0
20050928:0348,695.23,673.88,217.51,20.46,42.47,23.63,2.41,0
20050928:0448,730.19,730.74,223.3,14.87,54.24,24.74,2.55,0
20050928:0548,742.9,768.24,219.57,9.62,63.08,25.68,2.34,0
20050928:0648,682.03,590.01,322.1,7.59,65.53,26.59,1.93,0
20050928:0748,712.21,695.34,260.43,11.29,59.97,27.12,1.93,0
20050928:0848,706.63,698.63,239.14,17.55,49.6,27.24,2.07,0
20050928:0948,677.75,661.76,220.99,22.47,37.19,27.03,2.28,0
20050928:1048,564.68,510.68,203.41,20.52,23.91,26.39,2.41,0
20050928:1148,305.82,258.81,119.63,9.87,10.24,25.14,2.07,0
20050928:1248,0,0,0,0,0,23.72,1.86,0
20050928:1348,0,0,0,0,0,22.59,1.72,0
20050928:1448,0,0,0,0,0,21.5,1.52,0
20050928:1548,0,0,0,0,0,20.4,1.38,0
20050928:1648,0,0,0,0,0,19.83,1.24,0
20050928:1748,0,0,0,0,0,19.3,1.17,0
20050928:1848,0,0,0,0,0,19.08,1.17,0
20050928:1948,0,0,0,0,0,18.78,1.17,0
20050928:2048,0,0,0,0,0,18.45,1.24,0
20050928:2148,0,0,0,0,0,18.23,1.17,0
20050928:2248,0,0,0,0,0,17.94,1.24,0
20050928:2348,0,0,0,0,0,17.73,1.24,0
20050929:0048,0,0,0,0,2.06,17.62,1.17,1
20050929:0148,384.95,325.98,142.97,13.67,15.84,20.23,0.9,0
20050929:0248,575.86,513.84,210.83,20.89,29.37,22.77,1.52,0
20050929:0348,684.8,660.87,222.81,20.42,42.33,24.09,2.07,0
20050929:0448,726.11,730.22,223.61,15,54.03,25.22,2.34,0
20050929:0548,750.17,796.29,204.41,9.93,62.76,26.09,2.34,0
20050929:0648,743.03,778.16,220.52,8.46,65.13,26.84,2.21,0
20050929:0748,734.84,750.12,231.38,11.78,59.6,27.05,2.34,0
20050929:0848,724.03,737.51,219.9,18.01,49.28,27.21,2.41,0
20050929:0948,675.39,647.6,225.32,22.4,36.92,26.72,2.62,0
20050929:1048,564.54,508.19,202.5,20.41,23.67,26.02,2.62,0
20050929:1148,294.05,247.47,116.29,9.58,10.01,25.07,2.14,0
20050929:1248,0,0,0,0,0,23.67,1.72,0
20050929:1348,0,0,0,0,0,22.69,1.59,0
20050929:1448,0,0,0,0,0,21.69,1.45,0
20050929:1548,0,0,0,0,0,20.71,1.31,0
20050929:1648,0,0,0,0,0,20.52,1.03,0
20050929:1748,0,0,0,0,0,20.61,0.9,0
20050929:1848,0,0,0,0,0,20.19,0.97,0
20050929:1948,0,0,0,0,0,19.52,1.1,0
20050929:2048,0,0,0,0,0,19.05,1.17,0
20050929:2148,0,0,0,0,0,18.74,1.24,0
20050929:2248,0,0,0,0,0,18.46,1.31,0
20050929:2348,0,0,0,0,0,18.12,1.38,0
20050930:0048,0,0,0,0,1.99,18,1.31,1
20050930:0148,377.74,320.27,140.49,13.47,15.76,20.77,0.97,0
20050930:0248,586.7,533.93,206.41,21.11,29.26,23.32,1.66,0
20050930:0348,685.49,659.75,223,20.47,42.18,24.73,2.41,0
20050930:0448,732.62,743.38,216.6,15.22,53.82,25.84,2.76,0
20050930:0548,754.43,796.34,203.71,10.13,62.44,26.75,2.97,0
20050930:0648,747.06,792.85,211.66,8.74,64.73,27.52,2.41,0
20050930:0748,736.48,763.45,223.56,12.08,59.23,27.65,2.34,0
20050930:0848,697.36,669.4,252.2,17.71,48.97,27.5,2.28,0
20050930:0948,681.15,670.12,216.82,22.69,36.65,27.12,2.34,0
20050930:1048,551.37,495.58,202.48,20.18,23.42,26.52,2.21,0
20050930:1148,284.93,241.46,112.91,9.3,9.78,25.52,1.72,0
20050930:1248,0,0,0,0,0,24.3,1.59,0
20050930:1348,0,0,0,0,0,23.46,1.52,0
20050930:1448,0,0,0,0,0,22.59,1.31,0
20050930:1548,0,0,0,0,0,21.66,1.24,0
20050930:1648,0,0,0,0,0,20.85,1.24,0
20050930:1748,0,0,0,0,0,20.26,1.31,0
20050930:1848,0,0,0,0,0,20.26,1.38,0
20050930:1948,0,0,0,0,0,19.81,1.38,0
20050930:2048,0,0,0,0,0,19.55,1.38,0
20050930:2148,0,0,0,0,0,19.28,1.38,0
20050930:2248,0,0,0,0,0,18.97,1.45,0
20050930:2348,0,0,0,0,0,18.82,1.38,0
20051001:0048,0,0,0,0,1.92,18.83,1.31,1
20051001:0148,459.08,418.16,149.35,14.74,15.68,21.14,0.9,0
20051001:0248,640.29,623.99,196.56,22.51,29.16,24.19,1.66,0
20051001:0348,718.65,718.4,213.59,21.45,42.03,25.45,2.62,0
20051001:0448,762.92,795.17,205.5,15.94,53.6,26.37,3.24,0
20051001:0548,788.02,860.92,182.59,10.76,62.12,27.23,3.59,0
20051001:0648,785.98,855.37,191.8,9.35,64.34,27.7,3.45,0
20051001:0748,771.71,811.95,213.51,12.76,58.87,28.19,3.45,0
20051001:0848,759.48,791.12,209.93,19.11,48.66,28.22,3.38,0
20051001:0948,706.26,694.62,221.73,23.44,36.38,27.99,3.24,0
20051001:1048,577.36,525.91,208.3,20.86,23.18,27.29,2.55,0
20051001:1148,129.12,96.47,70.6,7.26,9.55,25.98,1.79,0
20051001:1248,0,0,0,0,0,24.68,1.52,0
20051001:1348,0,0,0,0,0,23.31,1.52,0
20051001:1448,0,0,0,0,0,22.1,1.59,0
20051001:1548,0,0,0,0,0,21.35,1.79,0
20051001:1648,0,0,0,0,0,20.79,1.93,0
20051001:1748,0,0,0,0,0,20.25,1.79,0
20051001:1848,0,0,0,0,0,20.23,1.59,0
20051001:1948,0,0,0,0,0,19.84,1.52,0
20051001:2048,0,0,0,0,0,19.39,1.45,0
20051001:2148,0,0,0,0,0,18.89,1.45,0
20051001:2248,0,0,0,0,0,18.23,1.52,0
20051001:2348,0,0,0,0,0,17.78,1.52,0
20051002:0048,0,0,0,0,1.84,17.57,1.45,1
20051002:0148,490.07,457.62,147.73,15.06,15.59,20.42,1.03,0
20051002:0248,624.83,589.08,204.72,22.12,29.05,23.4,1.72,0
20051002:0348,721.6,717.53,213.85,21.51,41.88,24.73,2.69,0
20051002:0448,754.08,765.06,221.84,15.91,53.37,25.85,3.1,0
20051002:0548,781.38,828.35,203.13,10.86,61.8,26.82,3.59,0
20051002:0648,789.05,854.9,192.26,9.61,63.94,27.14,3.52,0
20051002:0748,780.73,826.84,204.44,13.07,58.5,27.48,3.66,0
20051002:0848,744.3,732.02,238.09,18.86,48.35,27.32,3.66,0
20051002:0948,245.67,67.87,238.65,13.14,36.11,26.55,3.38,0
20051002:1048,304.73,189.89,184.31,15.75,22.94,25.84,2.48,0
20051002:1148,338.65,296.42,123.8,9.55,9.32,24.99,1.86,0
20051002:1248,0,0,0,0,0,23.8,1.45,0
20051002:1348,0,0,0,0,0,22.74,1.38,0
20051002:1448,0,0,0,0,0,21.62,1.45,0
20051002:1548,0,0,0,0,0,20.88,1.59,0
20051002:1648,0,0,0,0,0,20.19,1.66,0
20051002:1748,0,0,0,0,0,19.66,1.66,0
20051002:1848,0,0,0,0,0,19.17,1.59,0
20051002:1948,0,0,0,0,0,18.73,1.52,0
20051002:2048,0,0,0,0,0,18.48,1.38,0
20051002:2148,0,0,0,0,0,18.3,1.31,0
20051002:2248,0,0,0,0,0,18.17,1.24,0
20051002:2348,0,0,0,0,0,17.97,1.17,0
20051003:0048,0,0,0,0,1.77,17.73,1.17,1
20051003:0148,459.33,415.27,149.64,14.65,15.5,20.13,0.9,0
20051003:0248,643.39,624.25,195.86,22.51,28.93,23.14,1.66,0
20051003:0348,720.71,718.21,212.99,21.57,41.72,24.57,2.55,0
20051003:0448,761.43,794.8,206.23,16.24,53.15,25.73,2.83,0
20051003:0548,783.55,843.42,194.02,11.14,61.47,26.82,3.38,0
20051003:0648,722.55,715.11,230.85,8.96,63.55,27.65,3.93,1
20051003:0748,792.13,857.19,186.7,13.46,58.13,27.68,4,0
20051003:0848,772.4,804.15,202.16,19.56,48.04,27.23,3.93,0
20051003:0948,728.98,732.63,206.93,23.95,35.84,26.52,3.38,0
20051003:1048,337.21,222.9,191.38,16.4,22.69,25.93,2.55,0
20051003:1148,450.74,423.95,140.92,10.44,9.09,24.94,1.86,0
20051003:1248,0,0,0,0,0,23.49,1.52,0
20051003:1348,0,0,0,0,0,22.23,1.38,0
20051003:1448,0,0,0,0,0,21.14,1.52,0
20051003:1548,0,0,0,0,0,20.44,1.59,0
20051003:1648,0,0,0,0,0,19.94,1.59,0
20051003:1748,0,0,0,0,0,19.51,1.66,0
20051003:1848,0,0,0,0,0,19.45,1.45,0
20051003:1948,0,0,0,0,0,19.21,1.38,0
20051003:2048,0,0,0,0,0,19.04,1.31,0
20051003:2148,0,0,0,0,0,18.82,1.24,0
20051003:2248,0,0,0,0,0,18.65,1.17,0
20051003:2348,0,0,0,0,0,18.63,1.1,0
20051004:0048,0,0,0,0,1.69,18.54,1.1,1
20051004:0148,483.84,451.5,149.24,14.98,15.41,20.34,0.62,0
20051004:0248,646.25,647.28,189.07,22.74,28.82,23.79,1.1,0
20051004:0348,721.96,744.56,201.42,21.87,41.57,25.07,1.93,0
20051004:0448,763.24,809.73,197.92,16.48,52.92,26.26,2.76,0
20051004:0548,778.58,827.8,202.88,11.29,61.14,26.94,3.38,0
20051004:0648,787.55,869.73,182.57,10.16,63.16,27.76,3.24,0
20051004:0748,775.18,825.14,205.48,13.56,57.77,27.79,3.24,0
20051004:0848,764.43,802.68,202.7,19.73,47.73,27.82,3.38,0
20051004:0948,710.96,704.75,215.77,23.71,35.58,27.55,3.24,0
20051004:1048,605.16,570.76,200.33,21.14,22.45,26.93,2.62,0
20051004:1148,192.56,155.68,86.65,7.7,8.87,25.53,1.93,0
20051004:1248,0,0,0,0,0,24.12,1.66,0
20051004:1348,0,0,0,0,0,22.88,1.66,0
20051004:1448,0,0,0,0,0,21.83,1.72,0
20051004:1548,0,0,0,0,0,21.08,1.72,0
20051004:1648,0,0,0,0,0,20.84,1.66,0
20051004:1748,0,0,0,0,0,20.46,1.59,0
20051004:1848,0,0,0,0,0,20.34,1.45,0
20051004:1948,0,0,0,0,0,20.15,1.31,0
20051004:2048,0,0,0,0,0,20.18,1.17,0
20051004:2148,0,0,0,0,0,20.15,1.1,0
20051004:2248,0,0,0,0,0,20.24,1.03,0
20051004:2348,0,0,0,0,0,20.1,0.97,0
20051005:0048,0,0,0,0,1.61,20.25,0.9,1
20051005:0148,445.98,404.96,148.33,14.42,15.32,21.19,0.55,0
20051005:0248,609.47,587.24,204.13,22.09,28.7,24.23,0.69,0
20051005:0348,701.32,716.7,213.58,21.71,41.4,25.65,1.31,0
20051005:0448,747.42,793.36,206.94,16.54,52.69,26.93,2.07,0
20051005:0548,769.81,827,203.3,11.5,60.81,27.82,2.9,0
20051005:0648,780.13,869.4,183.03,10.42,62.76,28.07,2.69,0
20051005:0748,775.29,840.34,196.32,13.87,57.41,28.28,3.03,0
20051005:0848,762.04,801.21,203.25,19.9,47.42,28.13,3.31,0
20051005:0948,721.77,730.13,205.49,24.01,35.31,27.8,3.38,0
20051005:1048,624.19,603.04,194.33,21.39,22.22,27.11,2.76,0
20051005:1148,337.87,299.35,121.17,9.01,8.65,25.7,2.07,0
20051005:1248,0,0,0,0,0,24.15,1.79,0
20051005:1348,0,0,0,0,0,22.96,1.72,0
20051005:1448,0,0,0,0,0,22.1,1.72,0
20051005:1548,0,0,0,0,0,21.23,1.79,0
20051005:1648,0,0,0,0,0,20.51,1.72,0
20051005:1748,0,0,0,0,0,19.96,1.66,0
20051005:1848,0,0,0,0,0,19.79,1.59,0
20051005:1948,0,0,0,0,0,19.32,1.66,0
20051005:2048,0,0,0,0,0,18.94,1.66,0
20051005:2148,0,0,0,0,0,18.91,1.66,0
20051005:2248,0,0,0,0,0,18.74,1.59,0
20051005:2348,0,0,0,0,0,18.4,1.59,0
20051006:0048,0,0,0,0,1.53,18.01,1.59,1
20051006:0148,480.54,441.68,148.24,14.75,15.23,19.86,1.17,0
20051006:0248,644.99,643.87,189.4,22.69,28.58,24.54,1.38,0
20051006:0348,720.72,743.32,202.06,22.02,41.24,26.01,2.14,0
20051006:0448,750.16,778.2,214.79,16.59,52.45,27.13,2.76,0
20051006:0548,774.5,842.33,194.17,11.79,60.48,27.93,2.97,0
20051006:0648,773.07,836.37,203.62,10.57,62.37,28.6,2.97,0
20051006:0748,762.4,808.02,215.04,13.97,57.04,28.88,2.9,0
20051006:0848,749.07,786.08,210.35,19.96,47.12,28.82,2.83,0
20051006:0948,724.41,755.83,194.81,24.31,35.04,28.48,2.83,0
20051006:1048,610.02,587.85,196.15,21.15,21.98,27.63,2.34,0
20051006:1148,376.3,341.27,128.97,9.22,8.42,25.91,2,0
20051006:1248,0,0,0,0,0,24.19,1.79,0
20051006:1348,0,0,0,0,0,22.58,1.45,0
20051006:1448,0,0,0,0,0,22.43,1.17,0
20051006:1548,0,0,0,0,0,22.19,1.1,0
20051006:1648,0,0,0,0,0,22.61,0.97,0
20051006:1748,0,0,0,0,0,22.1,1.03,0
20051006:1848,0,0,0,0,0,22.11,0.97,0
20051006:1948,0,0,0,0,0,22.42,0.9,0
20051006:2048,0,0,0,0,0,22.21,0.83,0
20051006:2148,0,0,0,0,0,21.93,0.83,0
20051006:2248,0,0,0,0,0,21.77,0.76,0
20051006:2348,0,0,0,0,0,21.55,0.83,0
20051007:0048,0,0,0,0,1.45,21.28,0.83,1
20051007:0148,469.76,440.6,146.79,14.63,15.13,21.88,0.55,0
20051007:0248,635.32,644.33,189.88,22.72,28.45,25.07,0.69,0
20051007:0348,718.31,756.46,195.69,22.19,41.07,26.76,1.79,0
20051007:0448,756.1,807.26,198.98,16.92,52.22,27.54,2.62,0
20051007:0548,772.34,841.66,194.59,12.01,60.15,28.07,2.83,0
20051007:0648,773.95,851.84,193.5,10.88,61.98,28.52,2.69,0
20051007:0748,769.34,838.87,197.37,14.36,56.68,28.78,2.69,0
20051007:0848,756.33,814.7,195.37,20.34,46.81,28.72,2.62,0
20051007:0948,721.78,753.82,195.4,24.36,34.78,28.37,2.62,0
20051007:1048,608.13,585.81,195.35,21.03,21.74,27.59,2.34,0
20051007:1148,357.38,322.27,123.84,8.83,8.21,25.87,2,0
20051007:1248,0,0,0,0,0,24.21,1.93,0
20051007:1348,0,0,0,0,0,22.64,1.52,0
20051007:1448,0,0,0,0,0,22.55,1.1,0
20051007:1548,0,0,0,0,0,23.15,0.83,0
20051007:1648,0,0,0,0,0,23.37,0.69,0
20051007:1748,0,0,0,0,0,22.96,0.83,0
20051007:1848,0,0,0,0,0,22.65,0.76,0
20051007:1948,0,0,0,0,0,22.34,0.76,0
20051007:2048,0,0,0,0,0,22.1,0.69,0
20051007:2148,0,0,0,0,0,21.96,0.62,0
20051007:2248,0,0,0,0,0,22,0.62,0
20051007:2348,0,0,0,0,0,22.01,0.62,0
20051008:0048,0,0,0,0,1.37,21.96,0.62,1
20051008:0148,468.24,439.57,147.14,14.59,15.03,22.3,0.55,0
20051008:0248,619.04,606.92,199.72,22.33,28.33,25,0.83,0
20051008:0348,694.44,701.02,219.71,21.78,40.9,26.4,1.45,0
20051008:0448,743.52,776.9,215.56,16.9,51.98,27.36,2.28,0
20051008:0548,772.85,841.01,195.02,12.23,59.82,27.94,2.83,0
20051008:0648,776.2,851.53,193.99,11.14,61.59,28.64,2.9,0
20051008:0748,772.04,837.55,197.87,14.6,56.32,28.82,2.97,0
20051008:0848,749.65,782.96,211.45,20.29,46.51,28.77,2.97,0
20051008:0948,707.14,711.19,211.46,24.01,34.52,28.41,2.97,0
20051008:1048,625.29,616.43,188.49,21.22,21.51,27.58,2.41,0
20051008:1148,349.28,316.56,120.21,8.52,7.99,26.02,1.86,0
20051008:1248,0,0,0,0,0,24.36,1.59,0
20051008:1348,0,0,0,0,0,22.93,1.31,0
20051008:1448,0,0,0,0,0,22.45,1.17,0
20051008:1548,0,0,0,0,0,22.37,1.1,0
20051008:1648,0,0,0,0,0,22.2,1.1,0
20051008:1748,0,0,0,0,0,21.64,1.24,0
20051008:1848,0,0,0,0,0,22.12,0.97,0
20051008:1948,0,0,0,0,0,21.69,1.03,0
20051008:2048,0,0,0,0,0,21.96,0.9,0
20051008:2148,0,0,0,0,0,22.42,0.76,0
20051008:2248,0,0,0,0,0,22.5,0.62,0
20051008:2348,0,0,0,0,0,21.52,0.9,0
20051009:0048,0,0,0,0,1.28,19.81,1.17,1
20051009:0148,470.67,438.6,145.74,14.48,14.93,21.11,0.76,0
20051009:0248,636.98,641.2,190.32,22.68,28.2,24.86,0.9,0
20051009:0348,707.01,728.01,208.43,22.1,40.73,26.55,1.66,0
20051009:0448,744.35,776.94,214.82,17.04,51.73,27.71,2.48,0
20051009:0548,765.12,810.22,213.52,12.33,59.48,28.42,3.03,0
20051009:0648,778.35,850.11,195.56,11.4,61.21,28.94,3.17,0
20051009:0748,778.1,853.13,188.62,14.92,55.97,28.99,3.17,0
20051009:0848,751.22,782.77,210.85,20.45,46.2,28.82,3.17,0
20051009:0948,719.13,737.25,201.02,24.3,34.26,28.59,3.17,0
20051009:1048,619.41,603.55,190.92,21.03,21.28,27.79,2.69,0
20051009:1148,336.14,303.05,116.55,8.21,7.78,26.12,2.14,0
20051009:1248,0,0,0,0,0,24.6,2.07,0
20051009:1348,0,0,0,0,0,23.58,2.07,0
20051009:1448,0,0,0,0,0,22.78,2.14,0
20051009:1548,0,0,0,0,0,22.11,2.28,0
20051009:1648,0,0,0,0,0,21.55,2.34,0
20051009:1748,0,0,0,0,0,21.04,2.28,0
20051009:1848,0,0,0,0,0,20.57,2,0
20051009:1948,0,0,0,0,0,19.75,1.79,0
20051009:2048,0,0,0,0,0,19.11,1.72,0
20051009:2148,0,0,0,0,0,18.65,1.66,0
20051009:2248,0,0,0,0,0,18.33,1.66,0
20051009:2348,0,0,0,0,0,18.03,1.79,0
20051010:0048,0,0,0,0,1.2,17.99,1.86,1
20051010:0148,436.27,386.87,145.25,13.91,14.83,20.55,1.52,0
20051010:0248,632.96,605.7,198.97,22.29,28.07,24.28,2.07,0
20051010:0348,715.09,699.86,219.15,21.9,40.55,25.55,3.17,0
20051010:0448,760.76,775.75,216.37,17.21,51.49,26.66,3.66,0
20051010:0548,785.73,840.99,194.82,12.68,59.15,27.62,3.93,0
20051010:0648,790.56,849.85,194.96,11.65,60.82,28.5,4.28,0
20051010:0748,788.95,851.9,189.12,15.15,55.61,28.75,4.21,0
20051010:0848,753.78,765.87,219.04,20.49,45.9,28.77,4.07,0
20051010:0948,723.65,735.03,201.6,24.33,34,28.52,3.79,0
20051010:1048,619.38,598.7,191.3,20.89,21.05,27.71,3.1,0
20051010:1148,321.83,288.69,112.59,7.9,7.56,26.33,2.48,0
20051010:1248,0,0,0,0,0,24.92,2.34,0
20051010:1348,0,0,0,0,0,24.07,2.41,0
20051010:1448,0,0,0,0,0,23.43,2.55,0
20051010:1548,0,0,0,0,0,22.76,2.62,0
20051010:1648,0,0,0,0,0,22.2,2.62,0
20051010:1748,0,0,0,0,0,21.66,2.48,0
20051010:1848,0,0,0,0,0,21.36,2.28,0
20051010:1948,0,0,0,0,0,20.86,2.28,0
20051010:2048,0,0,0,0,0,20.43,2.28,0
20051010:2148,0,0,0,0,0,19.96,2.14,0
20051010:2248,0,0,0,0,0,19.41,2,0
20051010:2348,0,0,0,0,0,18.82,2,0
20051011:0048,0,0,0,0,1.11,18.43,2,1
20051011:0148,436.4,385.65,145.54,13.87,14.72,20.42,1.66,0
20051011:0248,634.5,604.1,199.19,22.27,27.93,24.05,2.28,0
20051011:0348,706.82,673.1,229.67,21.73,40.37,25.48,3.52,0
20051011:0448,776.48,820.76,191.78,17.64,51.24,26.64,3.79,0
20051011:0548,775.19,808.88,213.34,12.76,58.82,27.61,3.79,0
20051011:0648,785.53,849.61,195.47,11.91,60.44,28.56,3.72,0
20051011:0748,775.57,820.24,206.97,15.23,55.26,28.97,3.86,0
20051011:0848,750.89,765.59,218.44,20.64,45.6,28.95,3.86,0
20051011:0948,704.77,693.16,216.03,23.96,33.74,28.62,3.86,0
20051011:1048,591.28,554.31,195.92,20.31,20.82,27.86,3.24,0
20051011:1148,299.66,265.61,108.1,7.59,7.35,26.25,2.48,0
20051011:1248,0,0,0,0,0,24.77,2.34,0
20051011:1348,0,0,0,0,0,23.8,2.41,0
20051011:1448,0,0,0,0,0,23.16,2.55,0
20051011:1548,0,0,0,0,0,22.61,2.62,0
20051011:1648,0,0,0,0,0,22.04,2.62,0
20051011:1748,0,0,0,0,0,21.43,2.41,0
20051011:1848,0,0,0,0,0,21.04,2.21,0
20051011:1948,0,0,0,0,0,20.46,2.21,0
20051011:2048,0,0,0,0,0,19.95,2.14,0
20051011:2148,0,0,0,0,0,19.57,2.14,0
20051011:2248,0,0,0,0,0,19.24,2.14,0
20051011:2348,0,0,0,0,0,18.98,2.14,0
20051012:0048,0,0,0,0,1.02,18.8,2.14,1
20051012:0148,428.68,376.53,144.02,13.68,14.61,20.52,1.86,0
20051012:0248,636.79,604.69,198.29,22.25,27.8,23.8,2.48,0
20051012:0348,717.87,698.87,219.93,22.06,40.19,25.42,3.45,0
