time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20131031:0900,26.35,43.75,622,693.04,175,383.2,0.41,213,90482
20131031:1000,26.15,43.25,445,617.39,144,368.8,0.55,255,90500
20131031:1100,25.65,48.3,230,437.07,103,383.2,0.48,276,90509
20131031:1200,24.45,52.65,26,59.24,22,370.2,0.41,267,90527
20131031:1300,23.71,51.1,0,0,0,381,0.07,207,90580
20131031:1400,22.79,55.95,0,0,0,373,0.34,135,90652
20131031:1500,20.53,73.95,0,0,0,369.4,1.03,132,90741
20131031:1600,17.16,84.93,0,0,0,358.4,1.07,138,90759
20131031:1700,17.44,84.3,0,0,0,358.12,1.19,149,90777
20131031:1800,17.72,83.66,0,0,0,357.84,1.3,164,90741
20131031:1900,18,83.03,0,0,0,357.56,1.42,174,90723
20131031:2000,18.28,82.39,0,0,0,357.28,1.53,179,90670
20131031:2100,18.56,81.75,0,0,0,357,1.65,179,90652
20131031:2200,18.84,81.12,0,0,0,356.72,1.76,174,90643
20131031:2300,19.11,80.48,0,0,0,356.44,1.88,169,90661
20151101:0000,19.39,79.84,0,0,0,356.16,1.99,62,90679
20151101:0100,19.67,79.21,0,0,0,355.88,2.11,68,90706
20151101:0200,19.95,78.57,162,446.68,69,355.6,2.22,72,90777
20151101:0300,20.23,77.94,392,696.86,102,355.32,2.34,72,90831
20151101:0400,20.51,77.3,584,751.73,141,355.04,2.45,83,90848
20151101:0500,20.79,76.66,601,393.92,319,354.76,2.57,84,90795
20151101:0600,21.07,76.03,669,398.87,355,354.48,2.68,82,90714
20151101:0700,21.35,75.39,772,634.95,265,354.2,2.8,97,90607
20151101:0800,24.58,57.4,605,335.16,354,377.4,2.34,94,90518
20151101:0900,24.57,56.55,490,282,309,384,2.07,87,90455
20151101:1000,24.5,56,432,544.74,168,379.2,2.07,80,90420
20151101:1100,23.84,59.8,104,10.42,101,382.2,1.86,72,90429
20151101:1200,22.48,66.35,24,46,21,360,1.72,64,90464
20151101:1300,21.44,71.65,0,0,0,373.6,1.79,62,90518
20151101:1400,20.52,76.7,0,0,0,359.6,1.79,61,90598
20151101:1500,20.02,79.85,0,0,0,366.6,1.72,60,90652
20151101:1600,19.51,82.75,0,0,0,361.2,1.66,62,90679
20151101:1700,19.17,84.7,0,0,0,364.4,1.59,65,90723
20151101:1800,18.68,86.95,0,0,0,354.8,1.66,66,90723
20151101:1900,18.14,88.45,0,0,0,349,1.52,72,90697
20151101:2000,17.47,90.9,0,0,0,343.6,1.52,72,90688
20151101:2100,17.07,91.85,0,0,0,345.8,1.52,70,90643
20151101:2200,16.75,92.4,0,0,0,342.6,1.59,74,90634
20151101:2300,16.5,92.8,0,0,0,342.4,1.59,79,90634
20151102:0000,16.22,93.25,0,0,0,339.4,1.59,86,90652
20151102:0100,15.94,93.75,0,0,0,339.05,1.45,91,90706
20151102:0200,17.69,92.7,153,384.13,74,339.2,0.9,91,90795
20151102:0300,21.57,76.75,381,646,114,343.6,1.03,91,90866
20151102:0400,22.98,70.25,562,668.68,170,357.2,1.59,99,90902
20151102:0500,23.67,64.75,718,756.36,179,360.8,1.79,95,90848
20151102:0600,24,62,755,630.2,261,382,1.66,90,90768
20151102:0700,24.82,58.25,604,259.07,398,394.05,1.59,83,90670
20151102:0800,24.91,56.75,666,485.48,304,407.85,1.59,80,90572
20151102:0900,25.08,55.55,420,154.99,321,389.2,1.59,79,90482
20151102:1000,24.86,56.4,76,0,76,393.25,1.66,73,90491
20151102:1100,24.27,59.4,245,557.12,86,386.2,1.59,66,90500
20151102:1200,23.02,66.5,32,158.77,22,378.6,1.59,58,90545
20151102:1300,21.85,72.55,0,0,0,376.8,1.72,55,90563
20151102:1400,21.04,77.6,0,0,0,371.8,1.66,58,90652
20151102:1500,20.23,82.35,0,0,0,360.4,1.59,65,90679
20151102:1600,19.53,86.5,0,0,0,357.2,1.45,75,90741
20151102:1700,18.81,90.45,0,0,0,357.2,1.38,80,90750
20151102:1800,18.23,92.8,0,0,0,357.6,1.24,78,90732
20151102:1900,18.23,93.35,0,0,0,357.2,1.03,88,90688
20151102:2000,18.01,93.65,0,0,0,353.4,0.97,85,90688
20151102:2100,17.71,94.4,0,0,0,352.2,0.9,76,90661
20151102:2200,17.42,95,0,0,0,351.8,0.97,71,90688
20151102:2300,17.09,95.45,0,0,0,348.2,1.03,69,90679
20151103:0000,16.88,95.5,0,0,0,346,1.03,71,90688
20151103:0100,16.61,95.65,0,0,0,342.25,1.1,72,90741
20151103:0200,18.46,92.8,118,157.57,86,344.2,0.62,69,90813
20151103:0300,21.99,78.5,247,129.12,194,349.6,0.9,71,90884
20151103:0400,23.24,69.7,461,334.4,266,361.2,0.9,69,90893
20151103:0500,24.18,63.35,723,783.79,167,365,1.03,52,90831
20151103:0600,24.62,60.55,792,754.59,203,388,1.1,46,90759
20151103:0700,25.26,56.6,227,0,227,384,1.31,70,90625
20151103:0800,25.85,53.05,178,0,178,387,1.45,63,90554
20151103:0900,25.77,51.85,352,70.78,307,382.4,1.45,58,90473
20151103:1000,25.5,51.85,424,532.36,169,383.2,1.38,58,90447
20151103:1100,24.76,56.9,143,74.23,122,391.2,1.1,56,90464
20151103:1200,23.48,65.6,29,147.94,20,384.6,1.1,56,90491
20151103:1300,22.41,69.8,0,0,0,390,1.17,61,90545
20151103:1400,21.33,76.25,0,0,0,378.6,1.24,65,90661
20151103:1500,20.78,79.55,0,0,0,388.4,1.24,67,90688
20151103:1600,20.24,82.45,0,0,0,382,1.24,70,90697
20151103:1700,19.5,86.2,0,0,0,370.2,1.24,73,90697
20151103:1800,18.89,88.7,0,0,0,364.8,1.17,74,90679
20151103:1900,18.68,90.8,0,0,0,360.4,0.9,90,90625
20151103:2000,18.43,91.15,0,0,0,359.8,0.9,85,90625
20151103:2100,18.05,92.15,0,0,0,356.4,0.9,78,90572
20151103:2200,17.95,92.4,0,0,0,363.6,0.9,76,90589
20151103:2300,17.59,93.05,0,0,0,355,1.03,79,90589
20151104:0000,17.65,93,0,0,0,368,1.03,89,90616
20151104:0100,17.69,92.65,0,0,0,368.45,1.03,99,90688
20151104:0200,19.28,89.9,147,369.08,73,377.6,0.55,107,90741
20151104:0300,21.91,77,367,596.21,124,367.8,0.62,119,90804
20151104:0400,23.48,66.45,571,734.44,145,365,0.69,135,90822
20151104:0500,24.55,59.05,719,783.16,166,367.6,0.07,10,90777
20151104:0600,25.13,55.05,611,297.21,380,386.4,0.69,325,90723
20151104:0700,25.65,52.9,716,508.54,315,383,1.03,343,90616
20151104:0800,26.07,49.9,702,604.66,255,379.6,1.38,356,90509
20151104:0900,26.22,48.6,632,749.11,158,388.2,1.52,8,90420
20151104:1000,26.02,48.2,456,697.07,124,388.8,1.66,17,90366
20151104:1100,25.37,51.1,231,484.84,95,374,1.45,26,90366
20151104:1200,23.71,61.45,28,136.13,20,369.2,1.31,34,90402
20151104:1300,22.57,63.6,0,0,0,381.4,1.38,44,90464
20151104:1400,21.41,69.4,0,0,0,370.4,1.52,58,90545
20151104:1500,20.53,73.55,0,0,0,368.4,1.45,70,90589
20151104:1600,19.72,78.5,0,0,0,365,1.38,85,90598
20151104:1700,19.03,81.6,0,0,0,356.6,1.17,99,90616
20151104:1800,18.69,80.9,0,0,0,350.2,1.1,105,90589
20151104:1900,18.3,85.7,0,0,0,352.4,1.03,122,90572
20151104:2000,18.17,85.55,0,0,0,352.6,0.97,123,90572
20151104:2100,18.14,84.95,0,0,0,352.6,0.9,126,90536
20151104:2200,17.81,85.55,0,0,0,345.8,0.97,136,90545
20151104:2300,17.59,86.1,0,0,0,348.6,1.03,140,90545
20151105:0000,17.5,86.05,0,0,0,348.4,1.03,139,90554
20151105:0100,17.61,86.2,0,0,0,359.65,1.03,139,90625
20151105:0200,18.92,86.25,106,116.23,83,348.8,0.69,142,90661
20151105:0300,22.67,72.5,340,467.04,151,356,0.9,170,90732
20151105:0400,24.1,64.85,508,499.2,220,359.4,1.24,195,90759
20151105:0500,24.91,59.65,652,566.26,254,367.2,0.76,251,90750
20151105:0600,25.38,55.05,705,516.84,305,378.6,0.97,312,90679
20151105:0700,25.13,58.75,628,314.54,381,399.05,1.31,258,90572
20151105:0800,25.29,56.9,68,0,68,400.25,1.17,266,90491
20151105:0900,25.15,56.3,90,0,90,406.85,0.97,277,90402
20151105:1000,24.84,57.1,443,646.08,137,397.45,0.76,291,90366
20151105:1100,24.7,56.65,229,481.72,95,391.85,0.48,324,90357
20151105:1200,23.65,72.5,26,123.29,19,395.45,0.48,71,90411
20151105:1300,22.44,71.15,0,0,0,386.6,0.97,105,90455
20151105:1400,21.43,80.75,0,0,0,391.4,0.97,112,90518
20151105:1500,20.61,82.05,0,0,0,373.8,0.9,116,90563
20151105:1600,20.23,81,0,0,0,369.4,0.83,126,90572
20151105:1700,19.84,80.5,0,0,0,358.8,0.83,136,90554
20151105:1800,19.48,81.55,0,0,0,362.6,0.9,146,90572
20151105:1900,18.43,88.9,0,0,0,359.4,1.1,165,90527
20151105:2000,18.12,88.8,0,0,0,351.4,1.1,168,90509
20151105:2100,18.09,87.7,0,0,0,351.4,1.03,170,90464
20151105:2200,18.08,86.95,0,0,0,353.6,0.97,170,90482
20151105:2300,17.97,86.65,0,0,0,351.4,0.97,169,90482
20151106:0000,18.09,85.45,0,0,0,354,0.9,167,90491
20151106:0100,18.11,84.2,0,0,0,349.85,0.9,165,90545
20151106:0200,19.44,82.35,102,107.56,81,357,0.55,158,90634
20151106:0300,22.68,71.8,329,428.11,157,359.2,0.62,177,90679
20151106:0400,24.16,63.15,555,690.14,159,361,0.76,195,90714
20151106:0500,24.86,57.7,708,766.14,172,376,0.34,255,90697
20151106:0600,24.8,55.6,491,123.27,396,385.4,0.48,295,90616
20151106:0700,25.45,56.2,804,786.41,189,387.4,1.24,269,90518
20151106:0800,25.6,54.5,749,781.7,176,392.05,0.97,273,90402
20151106:0900,25.91,52.2,615,705,173,387.8,0.83,282,90322
20151106:1000,25.66,51.1,447,681.48,126,383,0.48,278,90286
20151106:1100,25.14,53.25,225,471.17,95,383,0.34,172,90277
20151106:1200,23.61,64.65,24,109.35,18,379.4,0.97,140,90313
20151106:1300,22.13,71.1,0,0,0,374.2,1.17,127,90375
20151106:1400,20.73,80.2,0,0,0,364,1.17,121,90473
20151106:1500,19.69,85.35,0,0,0,361.2,1.1,120,90527
20151106:1600,19.34,86.05,0,0,0,366.6,0.97,122,90563
20151106:1700,19.13,85.7,0,0,0,364.2,0.97,122,90572
20151106:1800,18.73,85.8,0,0,0,353.2,0.97,122,90580
20151106:1900,18.2,89.05,0,0,0,355.2,1.1,124,90563
20151106:2000,17.89,89.8,0,0,0,354.8,1.1,131,90554
20151106:2100,17.67,90.2,0,0,0,356.6,1.1,139,90527
20151106:2200,17.41,90.15,0,0,0,352.8,1.1,142,90527
20151106:2300,17.46,88.7,0,0,0,352.6,0.97,141,90518
20151107:0000,17.59,87,0,0,0,353,0.9,142,90563
20151107:0100,17.63,85.7,0,0,0,349.05,0.9,148,90625
20151107:0200,18.69,86.45,138,347.9,71,349.8,0.55,145,90714
20151107:0300,22.54,72.9,356,579.19,125,352.8,0.55,153,90777
20151107:0400,24.17,62.85,552,688.67,159,357.8,0.76,168,90795
20151107:0500,24.97,59.65,712,795.57,158,365.4,0.28,165,90777
20151107:0600,25.3,55.85,804,841.85,158,371.6,0.34,46,90697
20151107:0700,25.06,56.45,685,450.68,334,381,0.55,182,90598
20151107:0800,25.27,55.2,642,460.29,306,390.2,0.34,160,90527
20151107:0900,25.32,54.2,622,746.64,156,391,0.28,102,90429
20151107:1000,25.02,54.65,287,130.2,226,383,0.48,79,90420
20151107:1100,24.44,57.9,103,14.61,99,388.8,0.55,80,90402
20151107:1200,23.25,71.6,14,18.85,13,377.2,0.76,101,90447
20151107:1300,21.97,75,0,0,0,380.2,0.97,112,90518
20151107:1400,20.81,81.15,0,0,0,372.4,1.1,120,90607
20151107:1500,19.82,85,0,0,0,363.2,1.24,121,90679
20151107:1600,19.24,87.15,0,0,0,366.4,1.24,123,90732
20151107:1700,18.55,89.15,0,0,0,357,1.24,125,90759
20151107:1800,18.24,89.65,0,0,0,360.8,1.24,128,90741
20151107:1900,18.32,88.9,0,0,0,370.4,1.1,147,90714
20151107:2000,18.12,89.1,0,0,0,366.6,1.24,137,90679
20151107:2100,17.83,89.55,0,0,0,360.8,1.31,131,90643
20151107:2200,17.34,90.65,0,0,0,351.4,1.31,130,90670
20151107:2300,17.31,90.7,0,0,0,363,1.24,129,90625
20151108:0000,16.84,91.35,0,0,0,347.4,1.24,130,90670
20151108:0100,16.59,91.3,0,0,0,347.45,1.24,129,90723
20151108:0200,18.16,90.3,123,242.22,77,345.8,0.83,129,90813
20151108:0300,22.33,72.15,345,532.97,134,353.4,0.97,137,90893
20151108:0400,23.82,61.4,539,648.42,171,361.6,1.66,148,90911
20151108:0500,24.77,57.1,701,764.66,171,370.6,1.72,157,90929
20151108:0600,25.15,54.5,787,795.7,179,373,1.24,156,90804
20151108:0700,25.48,56.4,806,814.8,174,393.65,1.1,155,90706
20151108:0800,25.25,56.7,751,810.22,162,395.65,0.83,148,90652
20151108:0900,25.36,56.85,296,32.19,276,392.85,0.97,135,90554
20151108:1000,25.23,57,406,504.23,171,391.8,1.1,126,90527
20151108:1100,24.07,60.55,20,0,20,389.6,0.83,111,90527
20151108:1200,23.04,69.5,2,0,2,390.2,0.55,81,90572
20151108:1300,21.8,78.2,0,0,0,381.4,0.55,84,90598
20151108:1400,20.91,82.55,0,0,0,382,0.76,98,90688
20151108:1500,20.31,84.15,0,0,0,378.8,0.76,95,90741
20151108:1600,19.88,85.55,0,0,0,379.6,0.83,90,90777
20151108:1700,19.33,85.65,0,0,0,363.8,0.83,96,90768
20151108:1800,18.89,86.35,0,0,0,363.2,0.9,105,90741
20151108:1900,18.78,84.9,0,0,0,351.2,0.76,132,90679
20151108:2000,18.81,83.85,0,0,0,362.4,0.69,124,90652
20151108:2100,17.99,86.85,0,0,0,348.8,0.83,120,90598
20151108:2200,17.28,89.15,0,0,0,347,1.03,122,90652
20151108:2300,16.87,89.6,0,0,0,343.4,1.17,125,90634
20151109:0000,16.68,89.45,0,0,0,345.8,1.17,124,90688
20151109:0100,16.46,89.2,0,0,0,341.45,1.17,120,90714
20151109:0200,17.88,89.1,113,186.95,78,341.2,0.83,119,90795
20151109:0300,22.02,71.9,324,442.81,150,345,1.03,125,90875
20151109:0400,23.52,61.8,445,331.33,258,352.8,1.79,135,90911
20151109:0500,24.58,56.7,628,527.62,264,364,1.66,141,90857
20151109:0600,25.38,51.85,723,599.32,267,366,0.97,141,90777
20151109:0700,25.04,54.55,758,669.25,241,390,0.41,340,90643
20151109:0800,25.56,52.05,661,527.62,279,373,1.24,349,90536
20151109:0900,25.7,50.15,558,526.94,232,385,1.38,14,90438
20151109:1000,25.35,50.7,420,580.15,151,393.05,1.45,46,90482
20151109:1100,24.65,54.55,194,307.88,111,387.8,1.31,60,90473
20151109:1200,23.3,61.6,20,80.59,16,368.8,1.31,62,90491
20151109:1300,22.15,66.45,0,0,0,377,1.38,65,90527
20151109:1400,21.44,69.75,0,0,0,382.4,1.45,75,90598
20151109:1500,20.33,75.05,0,0,0,359.4,1.52,80,90652
20151109:1600,19.35,79.95,0,0,0,353.8,1.52,83,90688
20151109:1700,18.63,83.35,0,0,0,353.8,1.45,93,90688
20151109:1800,18.06,85.1,0,0,0,349.2,1.31,100,90652
20151109:1900,18,85.3,0,0,0,351.6,0.9,118,90616
20151109:2000,17.89,84.55,0,0,0,350.8,0.76,114,90563
20151109:2100,18.1,82.05,0,0,0,349,0.69,108,90563
20151109:2200,18.01,81.45,0,0,0,348.2,0.69,104,90545
20151109:2300,17.72,82.1,0,0,0,346,0.76,99,90536
20151110:0000,17.41,82.8,0,0,0,343.4,0.76,99,90572
20151110:0100,17.5,81.35,0,0,0,342.85,0.76,86,90607
20151110:0200,17.92,83.95,73,32.52,67,340,0.62,56,90670
20151110:0300,21.94,70.05,246,161.55,183,344,0.83,35,90732
20151110:0400,23.56,60.6,457,374.16,247,348.4,1.52,35,90759
20151110:0500,24.66,56.45,682,719.42,188,355.6,1.79,43,90750
20151110:0600,25.56,52,772,762.88,194,362.8,1.93,47,90652
20151110:0700,25.8,50.7,707,527.68,301,381.8,1.79,25,90527
20151110:0800,26.25,47.8,687,612.96,245,384.8,1.72,38,90429
20151110:0900,26.16,47.15,552,516.21,234,384.6,1.72,46,90339
20151110:1000,25.82,47.85,294,153.89,223,379.6,1.79,50,90348
20151110:1100,25.1,52.3,155,134.51,119,378,1.66,53,90366
20151110:1200,23.65,57.45,19,83.24,15,372,1.79,57,90375
20151110:1300,22.38,62.3,0,0,0,365.8,1.93,64,90429
20151110:1400,21.52,66.5,0,0,0,366.2,1.93,71,90536
20151110:1500,20.82,70.3,0,0,0,364,1.79,74,90589
20151110:1600,20.06,74.7,0,0,0,356.6,1.66,73,90607
20151110:1700,19.21,79.9,0,0,0,352.4,1.52,70,90607
20151110:1800,18.53,84.15,0,0,0,355,1.38,71,90589
20151110:1900,18.22,86.3,0,0,0,348.6,0.9,89,90554
20151110:2000,17.82,87.45,0,0,0,346.2,0.97,81,90527
20151110:2100,17.22,89.55,0,0,0,344.4,1.1,78,90500
20151110:2200,16.77,90.75,0,0,0,342.4,1.24,70,90563
20151110:2300,16.47,91.2,0,0,0,341.6,1.38,65,90554
20151111:0000,16.26,91.3,0,0,0,340.8,1.45,64,90589
20151111:0100,16.02,91.3,0,0,0,337.45,1.52,67,90643
20151111:0200,17.46,90.4,70,27.5,65,337,1.17,73,90732
20151111:0300,21.61,73.7,227,118.86,181,341.6,1.24,77,90777
20151111:0400,23.26,64.1,478,451.51,226,347.6,1.59,78,90795
20151111:0500,24.52,57.55,595,449.19,288,353.2,1.38,71,90786
20151111:0600,25.57,51.95,734,649.46,244,359.4,1.24,53,90706
20151111:0700,26.23,46.65,756,681.16,234,372,1.59,26,90589
20151111:0800,26.58,44.4,672,573.63,260,366.4,1.93,20,90509
20151111:0900,26.47,43.45,570,585.21,211,390.6,2.21,21,90429
20151111:1000,26.16,43.85,413,566.3,153,372.2,2.34,26,90420
20151111:1100,25.39,47.9,197,338.65,107,367,1.86,34,90411
20151111:1200,23.72,53.45,14,21.48,13,362.6,1.79,46,90429
20151111:1300,22.33,58.85,0,0,0,359.8,1.79,60,90518
20151111:1400,21.27,64.1,0,0,0,357.8,1.79,72,90607
20151111:1500,20.23,70,0,0,0,350,1.72,80,90688
20151111:1600,19.23,76.55,0,0,0,346.4,1.59,81,90706
20151111:1700,18.32,81.5,0,0,0,342.2,1.59,76,90714
20151111:1800,17.65,84.1,0,0,0,338.6,1.52,70,90723
20151111:1900,17.26,86.5,0,0,0,339.6,1.31,79,90688
20151111:2000,16.98,86.75,0,0,0,336.2,1.31,76,90679
20151111:2100,16.7,86.85,0,0,0,334.2,1.38,67,90634
20151111:2200,16.44,86.6,0,0,0,332.6,1.45,63,90697
20151111:2300,16.25,86.1,0,0,0,331.8,1.52,64,90714
20151112:0000,16.06,85.9,0,0,0,331.4,1.59,66,90741
20151112:0100,15.85,86.15,0,0,0,331.45,1.66,71,90786
20151112:0200,17.22,86.6,117,251.31,72,332.4,1.38,77,90848
20151112:0300,21.85,68.4,337,546.82,127,338,1.38,78,90929
20151112:0400,23.36,61.3,529,655.87,165,346,2.07,77,90982
20151112:0500,24.46,56.7,691,774.7,164,353.8,2,65,90964
20151112:0600,25.34,52.95,790,853.17,149,360.4,2,50,90884
20151112:0700,25.84,50.6,771,737.58,208,369.4,2.34,40,90777
20151112:0800,26.18,48.3,742,821.88,154,379.6,2.34,34,90688
20151112:0900,26.06,47.3,621,797.13,134,376.6,2.34,31,90598
20151112:1000,25.83,47.35,437,698.1,118,382.8,2.21,35,90580
20151112:1100,25.16,50.9,218,496.26,87,370.6,1.72,42,90545
20151112:1200,23.61,56.55,16,66.45,13,361,1.66,51,90589
20151112:1300,22.19,61.9,0,0,0,361.6,1.66,59,90616
20151112:1400,21.08,67.4,0,0,0,360,1.59,66,90741
20151112:1500,19.8,75.3,0,0,0,350.8,1.45,71,90786
20151112:1600,18.78,80.35,0,0,0,347.4,1.38,74,90822
20151112:1700,18.12,81.5,0,0,0,342.2,1.31,77,90831
20151112:1800,17.77,81.2,0,0,0,338.8,1.24,75,90804
20151112:1900,19.25,74,0,0,0,338.8,0.55,74,90795
20151112:2000,19,74.5,0,0,0,337.2,0.55,57,90777
20151112:2100,19.02,73.55,0,0,0,335.8,0.55,50,90768
20151112:2200,19.07,72.4,0,0,0,335.2,0.62,53,90786
20151112:2300,18.91,72.15,0,0,0,333.2,0.76,58,90768
20151113:0000,18.07,74.95,0,0,0,332,0.97,56,90777
20151113:0100,17.02,78.9,0,0,0,330.25,1.24,59,90848
20151113:0200,17.82,79.95,126,351.63,64,330.2,0.97,66,90902
20151113:0300,21.98,66.7,341,587.82,117,334.8,0.69,68,90991
20151113:0400,23.8,54.35,543,733.87,138,342.8,1.1,46,91000
20151113:0500,25,48.2,687,773.9,163,349.4,1.59,17,90991
20151113:0600,25.9,44.1,778,820.65,164,354,2.21,7,90893
20151113:0700,26.35,41.85,793,825.96,165,358,2.41,4,90786
20151113:0800,26.69,39.8,739,820.84,154,359.2,2.48,2,90688
20151113:0900,26.7,39.1,618,797.05,133,359.8,2.55,2,90580
20151113:1000,26.4,39.55,432,683.72,121,359.2,2.55,4,90563
20151113:1100,25.48,44.55,215,484.25,88,357,1.93,8,90518
20151113:1200,23.66,50.3,19,114.12,14,353.2,1.66,16,90545
20151113:1300,21.92,57.5,0,0,0,348.8,1.59,23,90625
20151113:1400,20.52,65.2,0,0,0,345.6,1.52,32,90679
20151113:1500,19.52,69.3,0,0,0,344.6,1.59,41,90723
20151113:1600,18.63,72.15,0,0,0,341,1.66,51,90750
20151113:1700,17.9,74.75,0,0,0,338,1.66,53,90759
20151113:1800,17.42,76.15,0,0,0,335.4,1.59,52,90714
20151113:1900,17.99,72.35,0,0,0,331.8,1.17,48,90679
20151113:2000,17.57,73.35,0,0,0,329.2,1.24,54,90652
20151113:2100,16.85,76.05,0,0,0,325.8,1.31,56,90589
20151113:2200,16.54,76.4,0,0,0,323.6,1.38,58,90580
20151113:2300,16.45,75.65,0,0,0,322.4,1.38,58,90545
20151114:0000,16.27,75.5,0,0,0,321.6,1.38,62,90554
20151114:0100,16.1,76,0,0,0,321.05,1.45,71,90598
20151114:0200,17.1,77.35,129,403.28,59,322.4,1.17,81,90670
20151114:0300,21.7,63.2,338,587.16,116,328,0.9,84,90723
20151114:0400,23.58,53.8,540,732.57,138,336.8,1.59,72,90759
20151114:0500,24.72,49.85,684,771.59,164,344.4,1.86,56,90714
20151114:0600,25.62,46.25,779,834.79,157,350.4,2,44,90652
20151114:0700,26.05,44.6,799,856.89,150,356.6,1.59,34,90545
20151114:0800,26.47,42.75,736,819.73,154,359.4,1.66,30,90455
20151114:0900,26.56,41.75,596,711.08,165,360.6,1.72,28,90339
20151114:1000,26.29,41.85,430,682.35,121,360.2,1.93,30,90330
20151114:1100,25.42,46.6,206,429.72,94,357.4,1.66,34,90322
20151114:1200,23.64,52.35,14,46.98,12,353.6,1.66,41,90339
20151114:1300,21.91,58.5,0,0,0,348.2,1.66,52,90393
20151114:1400,20.49,65.1,0,0,0,344.4,1.66,67,90473
20151114:1500,19.16,72.6,0,0,0,340.4,1.59,80,90554
20151114:1600,18.21,76.95,0,0,0,337.4,1.45,89,90598
20151114:1700,17.73,77.15,0,0,0,335,1.31,97,90607
20151114:1800,17.6,75.8,0,0,0,332.8,1.17,102,90589
20151114:1900,18.24,73.05,0,0,0,333.2,0.76,117,90536
20151114:2000,18.11,72.9,0,0,0,330.6,0.62,107,90509
20151114:2100,18.03,72.4,0,0,0,327.8,0.62,97,90438
20151114:2200,18,71.45,0,0,0,326.4,0.69,88,90455
20151114:2300,17.81,71,0,0,0,324.8,0.76,80,90429
20151115:0000,17.67,70.35,0,0,0,324.6,0.9,80,90473
20151115:0100,17.09,72.2,0,0,0,324.45,1.03,78,90527
20151115:0200,17.47,75.25,121,339.54,63,325.8,0.97,80,90607
20151115:0300,21.93,64.75,335,583.82,116,331.4,0.69,81,90661
20151115:0400,24.05,53.75,536,731.24,137,340.8,1.24,73,90661
20151115:0500,25.23,50,680,770.72,163,349.6,1.59,58,90670
20151115:0600,26.09,47.3,767,803.2,171,356.4,1.86,50,90598
20151115:0700,26.63,45.45,739,665.34,237,360.8,1.79,45,90473
20151115:0800,26.99,43.8,705,716.75,198,364,1.86,48,90384
20151115:0900,27.03,43.15,610,780.05,139,365.6,1.93,49,90295
20151115:1000,26.73,43.45,418,632.05,133,364.8,2,50,90286
20151115:1100,25.84,47.85,196,370.53,100,362.2,1.72,53,90286
20151115:1200,24.06,53.15,10,24.15,9,358.8,1.86,59,90304
20151115:1300,22.51,58.4,0,0,0,353.8,1.93,70,90393
20151115:1400,21.3,63.6,0,0,0,349.4,1.86,80,90464
20151115:1500,20.17,69.45,0,0,0,344.8,1.72,83,90536
20151115:1600,18.98,76.65,0,0,0,340.8,1.59,83,90554
20151115:1700,17.95,81.55,0,0,0,336.2,1.52,84,90554
20151115:1800,17.39,82.55,0,0,0,332.4,1.38,87,90545
20151115:1900,17.69,82.55,0,0,0,332.2,0.97,91,90509
20151115:2000,17.75,81.3,0,0,0,330.2,0.9,80,90491
20151115:2100,16.96,83.85,0,0,0,328.2,1.03,74,90438
20151115:2200,16.6,83.95,0,0,0,325.8,1.1,87,90447
20151115:2300,16.36,83.05,0,0,0,323,1.17,85,90402
20151116:0000,15.92,82.8,0,0,0,320.8,1.24,77,90429
20151116:0100,15.34,83.15,0,0,0,319.05,1.38,81,90464
20151116:0200,16.34,82.95,117,327.26,62,319.2,1.24,88,90545
20151116:0300,21.63,64.55,330,572.36,117,325,0.97,92,90616
20151116:0400,23.99,51.8,533,729.88,137,334.2,1.45,89,90688
20151116:0500,25.27,46.25,677,769.82,163,343.4,1.79,73,90688
20151116:0600,26.07,43.15,764,802.42,171,350.6,2.07,58,90589
20151116:0700,26.42,42.65,775,792.9,179,356.2,1.93,64,90482
20151116:0800,26.66,41.75,726,803.08,160,360.6,1.72,61,90375
20151116:0900,26.72,41.4,597,736.4,154,358.4,1.59,62,90295
20151116:1000,26.43,41.55,417,630.21,134,360,1.59,68,90295
20151116:1100,25.6,45.35,202,419.21,94,365,1.52,77,90313
20151116:1200,23.9,50,13,49.59,11,368.6,1.72,80,90330
20151116:1300,22.53,53.9,0,0,0,365,1.86,82,90384
20151116:1400,21.66,56.6,0,0,0,373.4,1.79,82,90455
20151116:1500,20.45,60.7,0,0,0,349.8,1.72,86,90491
20151116:1600,19.33,66.95,0,0,0,347.8,1.59,99,90536
20151116:1700,18.17,74,0,0,0,340.2,1.38,111,90536
20151116:1800,17.74,72.25,0,0,0,333.6,1.24,112,90527
20151116:1900,18.25,68.5,0,0,0,331.2,0.83,111,90482
20151116:2000,18.43,65.85,0,0,0,330.2,0.62,116,90455
20151116:2100,18.26,65.55,0,0,0,328.4,0.55,118,90402
20151116:2200,18.06,65.4,0,0,0,325.6,0.62,119,90393
20151116:2300,17.84,65.4,0,0,0,324,0.76,108,90384
20151117:0000,17.48,66.25,0,0,0,321.6,0.83,109,90375
20151117:0100,16.96,67.95,0,0,0,319.25,0.97,107,90420
20151117:0200,16.98,73.05,114,320.63,61,320.2,0.9,116,90527
20151117:0300,21.6,64.1,327,568.83,117,326.4,0.69,127,90589
20151117:0400,23.96,49.4,527,715.5,141,335.8,1.1,128,90634
20151117:0500,25.08,44.15,681,798.96,150,345.2,1.1,97,90607
20151117:0600,25.83,41.15,761,801.59,171,351,1.24,64,90545
